<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.06.10	23:00:00	1.05179	1.05216	1.05139	1.05139	1252	0	3
2022.06.13	02:00:00	1.05079	1.05131	1.04858	1.04904	3600	0	1
2022.06.13	03:00:00	1.04903	1.04950	1.04799	1.04843	3395	0	14
2022.06.13	04:00:00	1.04844	1.04857	1.04751	1.04806	4301	0	14
2022.06.13	05:00:00	1.04808	1.04921	1.04808	1.04881	3674	0	14
2022.06.13	06:00:00	1.04882	1.04935	1.04873	1.04909	2039	0	14
2022.06.13	07:00:00	1.04908	1.04908	1.04806	1.04904	2275	0	14
2022.06.13	08:00:00	1.04903	1.04949	1.04852	1.04859	3310	0	14
2022.06.13	09:00:00	1.04858	1.04884	1.04696	1.04696	6836	0	14
2022.06.13	10:00:00	1.04695	1.04890	1.04599	1.04650	8667	0	14
2022.06.13	11:00:00	1.04649	1.04849	1.04555	1.04746	7298	0	14
2022.06.13	12:00:00	1.04745	1.04811	1.04604	1.04613	5465	0	14
2022.06.13	13:00:00	1.04612	1.04710	1.04576	1.04680	5427	0	14
2022.06.13	14:00:00	1.04681	1.04682	1.04445	1.04451	6830	0	14
2022.06.13	15:00:00	1.04450	1.04735	1.04450	1.04649	8958	0	14
2022.06.13	16:00:00	1.04648	1.04678	1.04347	1.04369	9310	0	14
2022.06.13	17:00:00	1.04370	1.04438	1.04175	1.04205	8788	0	14
2022.06.13	18:00:00	1.04206	1.04346	1.04205	1.04338	6859	0	14
2022.06.13	19:00:00	1.04337	1.04552	1.04332	1.04364	5678	0	14
2022.06.13	20:00:00	1.04365	1.04576	1.04333	1.04480	3783	0	14
2022.06.13	21:00:00	1.04481	1.04507	1.04215	1.04242	5148	0	14
2022.06.13	22:00:00	1.04243	1.04476	1.04029	1.04100	11941	0	14
2022.06.13	23:00:00	1.04100	1.04118	1.03990	1.04082	2838	0	5
2022.06.14	00:00:00	1.04080	1.04092	1.04078	1.04082	176	0	14
2022.06.14	01:00:00	1.04080	1.04141	1.04033	1.04065	2659	0	14
2022.06.14	02:00:00	1.04066	1.04157	1.04059	1.04144	1617	0	14
2022.06.14	03:00:00	1.04143	1.04236	1.04032	1.04221	4743	0	14
2022.06.14	04:00:00	1.04219	1.04240	1.03964	1.04009	4531	0	14
2022.06.14	05:00:00	1.04008	1.04193	1.03994	1.04167	3473	0	14
2022.06.14	06:00:00	1.04167	1.04314	1.04143	1.04267	4364	0	14
2022.06.14	07:00:00	1.04266	1.04353	1.04225	1.04238	3527	0	14
2022.06.14	08:00:00	1.04239	1.04386	1.04172	1.04379	3240	0	14
2022.06.14	09:00:00	1.04378	1.04497	1.04260	1.04382	7431	0	14
2022.06.14	10:00:00	1.04383	1.04742	1.04368	1.04671	9236	0	14
2022.06.14	11:00:00	1.04672	1.04842	1.04622	1.04650	8178	0	14
2022.06.14	12:00:00	1.04649	1.04659	1.04324	1.04350	7547	0	14
2022.06.14	13:00:00	1.04352	1.04411	1.04246	1.04346	6431	0	14
2022.06.14	14:00:00	1.04347	1.04549	1.04319	1.04414	7063	0	14
2022.06.14	15:00:00	1.04415	1.04677	1.04415	1.04483	8809	0	14
2022.06.14	16:00:00	1.04482	1.04592	1.04329	1.04380	10151	0	14
2022.06.14	17:00:00	1.04381	1.04447	1.04073	1.04094	10469	0	14
2022.06.14	18:00:00	1.04093	1.04250	1.04062	1.04160	9653	0	14
2022.06.14	19:00:00	1.04161	1.04237	1.04113	1.04197	7100	0	14
2022.06.14	20:00:00	1.04196	1.04426	1.04175	1.04181	6063	0	14
2022.06.14	21:00:00	1.04182	1.04307	1.04103	1.04107	4921	0	14
2022.06.14	22:00:00	1.04105	1.04147	1.03991	1.04102	5750	0	14
2022.06.14	23:00:00	1.04103	1.04173	1.04096	1.04169	1159	0	1
2022.06.15	00:00:00	1.04135	1.04196	1.04135	1.04155	924	0	14
2022.06.15	01:00:00	1.04149	1.04267	1.04131	1.04266	2358	0	14
2022.06.15	02:00:00	1.04267	1.04377	1.04241	1.04363	2538	0	14
2022.06.15	03:00:00	1.04364	1.04400	1.04257	1.04342	5064	0	14
2022.06.15	04:00:00	1.04342	1.04510	1.04315	1.04405	5828	0	14
2022.06.15	05:00:00	1.04404	1.04460	1.04386	1.04443	3920	0	14
2022.06.15	06:00:00	1.04444	1.04466	1.04376	1.04422	2465	0	14
2022.06.15	07:00:00	1.04422	1.04426	1.04237	1.04261	2639	0	14
2022.06.15	08:00:00	1.04262	1.04743	1.04236	1.04630	6026	0	14
2022.06.15	09:00:00	1.04631	1.04938	1.04518	1.04727	10045	0	14
2022.06.15	10:00:00	1.04728	1.04924	1.04457	1.04656	10408	0	14
2022.06.15	11:00:00	1.04655	1.05071	1.04648	1.04933	9374	0	14
2022.06.15	12:00:00	1.04932	1.04971	1.04766	1.04937	7590	0	14
2022.06.15	13:00:00	1.04939	1.04939	1.04710	1.04813	7389	0	14
2022.06.15	14:00:00	1.04814	1.04887	1.04546	1.04576	7795	0	14
2022.06.15	15:00:00	1.04575	1.04602	1.04034	1.04142	12963	0	14
2022.06.15	16:00:00	1.04141	1.04281	1.04023	1.04256	9298	0	14
2022.06.15	17:00:00	1.04257	1.04315	1.04083	1.04107	8212	0	14
2022.06.15	18:00:00	1.04106	1.04112	1.03844	1.03849	6424	0	14
2022.06.15	19:00:00	1.03850	1.03921	1.03793	1.03811	4081	0	14
2022.06.15	20:00:00	1.03812	1.04078	1.03806	1.04024	4979	0	14
2022.06.15	21:00:00	1.04025	1.04541	1.03585	1.04216	25117	0	14
2022.06.15	22:00:00	1.04220	1.04643	1.04141	1.04536	19777	0	14
2022.06.15	23:00:00	1.04534	1.04691	1.04445	1.04464	4815	0	1
2022.06.16	00:00:00	1.04433	1.04464	1.04430	1.04459	271	0	14
2022.06.16	01:00:00	1.04458	1.04531	1.04421	1.04436	3451	0	14
2022.06.16	02:00:00	1.04435	1.04582	1.04419	1.04570	2703	0	14
2022.06.16	03:00:00	1.04569	1.04687	1.04513	1.04522	5062	0	14
2022.06.16	04:00:00	1.04521	1.04582	1.04303	1.04338	5729	0	14
2022.06.16	05:00:00	1.04337	1.04454	1.04327	1.04447	4039	0	14
2022.06.16	06:00:00	1.04448	1.04509	1.04400	1.04425	3423	0	14
2022.06.16	07:00:00	1.04425	1.04433	1.04354	1.04378	2479	0	14
2022.06.16	08:00:00	1.04378	1.04434	1.04242	1.04287	3848	0	14
2022.06.16	09:00:00	1.04288	1.04351	1.04078	1.04084	6740	0	14
2022.06.16	10:00:00	1.04079	1.04163	1.03803	1.03961	11473	0	14
2022.06.16	11:00:00	1.03960	1.04122	1.03833	1.04089	10147	0	14
2022.06.16	12:00:00	1.04088	1.04236	1.03943	1.04078	9654	0	14
2022.06.16	13:00:00	1.04079	1.04116	1.03907	1.04046	8162	0	14
2022.06.16	14:00:00	1.04045	1.04255	1.03830	1.03842	13898	0	14
2022.06.16	15:00:00	1.03849	1.04361	1.03835	1.04276	12132	0	14
2022.06.16	16:00:00	1.04277	1.04728	1.04272	1.04488	11778	0	14
2022.06.16	17:00:00	1.04487	1.04990	1.04345	1.04938	13080	0	14
2022.06.16	18:00:00	1.04936	1.05287	1.04906	1.05285	10596	0	14
2022.06.16	19:00:00	1.05284	1.05722	1.05217	1.05594	10076	0	14
2022.06.16	20:00:00	1.05595	1.06005	1.05541	1.05842	9377	0	14
2022.06.16	21:00:00	1.05841	1.05841	1.05649	1.05745	6312	0	14
2022.06.16	22:00:00	1.05744	1.05822	1.05542	1.05600	6523	0	14
2022.06.16	23:00:00	1.05599	1.05603	1.05453	1.05521	2130	0	1
2022.06.17	00:00:00	1.05504	1.05562	1.05504	1.05548	304	0	14
2022.06.17	01:00:00	1.05547	1.05603	1.05446	1.05475	2764	0	14
2022.06.17	02:00:00	1.05474	1.05505	1.05432	1.05458	2447	0	14
2022.06.17	03:00:00	1.05459	1.05513	1.05347	1.05402	5882	0	14
2022.06.17	04:00:00	1.05403	1.05420	1.05277	1.05333	6132	0	14
2022.06.17	05:00:00	1.05333	1.05386	1.05215	1.05260	7876	0	14
2022.06.17	06:00:00	1.05260	1.05366	1.05168	1.05196	6710	0	14
2022.06.17	07:00:00	1.05197	1.05295	1.05195	1.05270	3810	0	14
2022.06.17	08:00:00	1.05271	1.05281	1.05176	1.05176	4282	0	14
2022.06.17	09:00:00	1.05177	1.05199	1.04991	1.04997	9541	0	14
2022.06.17	10:00:00	1.04996	1.05300	1.04933	1.05169	9891	0	14
2022.06.17	11:00:00	1.05168	1.05277	1.04992	1.05194	8415	0	14
2022.06.17	12:00:00	1.05193	1.05351	1.05100	1.05173	7496	0	14
2022.06.17	13:00:00	1.05174	1.05260	1.05114	1.05195	5240	0	14
2022.06.17	14:00:00	1.05196	1.05228	1.04829	1.04852	6816	0	14
2022.06.17	15:00:00	1.04850	1.05073	1.04753	1.04940	8206	0	14
2022.06.17	16:00:00	1.04941	1.04994	1.04732	1.04837	10189	0	14
2022.06.17	17:00:00	1.04836	1.04866	1.04438	1.04576	12600	0	14
2022.06.17	18:00:00	1.04577	1.04768	1.04542	1.04728	9704	0	14
2022.06.17	19:00:00	1.04729	1.04759	1.04641	1.04668	5952	0	14
2022.06.17	20:00:00	1.04667	1.04991	1.04659	1.04900	5586	0	14
2022.06.17	21:00:00	1.04901	1.05020	1.04895	1.04905	4136	0	14
2022.06.17	22:00:00	1.04906	1.04971	1.04872	1.04940	3842	0	14
2022.06.17	23:00:00	1.04937	1.04995	1.04887	1.04926	1383	0	2
2022.06.20	02:00:00	1.04904	1.04922	1.04840	1.04893	2429	0	1
2022.06.20	03:00:00	1.04894	1.04962	1.04843	1.04928	4283	0	14
2022.06.20	04:00:00	1.04929	1.04995	1.04905	1.04925	4316	0	14
2022.06.20	05:00:00	1.04925	1.05231	1.04919	1.05175	5284	0	14
2022.06.20	06:00:00	1.05176	1.05282	1.05175	1.05279	3416	0	14
2022.06.20	07:00:00	1.05279	1.05298	1.05218	1.05224	2270	0	14
2022.06.20	08:00:00	1.05224	1.05311	1.05212	1.05281	3023	0	14
2022.06.20	09:00:00	1.05282	1.05422	1.05230	1.05240	6985	0	14
2022.06.20	10:00:00	1.05239	1.05293	1.05095	1.05163	7859	0	14
2022.06.20	11:00:00	1.05166	1.05267	1.05114	1.05240	5332	0	14
2022.06.20	12:00:00	1.05239	1.05452	1.05237	1.05321	5509	0	14
2022.06.20	13:00:00	1.05322	1.05372	1.05237	1.05312	4569	0	14
2022.06.20	14:00:00	1.05313	1.05349	1.05194	1.05252	4487	0	14
2022.06.20	15:00:00	1.05253	1.05270	1.05142	1.05166	3293	0	14
2022.06.20	16:00:00	1.05165	1.05241	1.05069	1.05179	4854	0	14
2022.06.20	17:00:00	1.05178	1.05412	1.05176	1.05343	4842	0	14
2022.06.20	18:00:00	1.05344	1.05375	1.05229	1.05373	3177	0	14
2022.06.20	19:00:00	1.05372	1.05376	1.05185	1.05226	2422	0	14
2022.06.20	20:00:00	1.05226	1.05226	1.05054	1.05055	1142	0	14
2022.06.20	21:00:00	1.05054	1.05068	1.04980	1.04982	1482	0	14
2022.06.20	22:00:00	1.04983	1.05113	1.04976	1.05106	1226	0	14
2022.06.20	23:00:00	1.05107	1.05139	1.05083	1.05105	782	0	9
2022.06.21	00:00:00	1.05087	1.05122	1.05087	1.05115	481	0	14
2022.06.21	01:00:00	1.05113	1.05179	1.05084	1.05175	1575	0	14
2022.06.21	02:00:00	1.05176	1.05201	1.05130	1.05167	1679	0	14
2022.06.21	03:00:00	1.05166	1.05324	1.05159	1.05320	4094	0	14
2022.06.21	04:00:00	1.05319	1.05418	1.05296	1.05334	3412	0	14
2022.06.21	05:00:00	1.05334	1.05401	1.05307	1.05328	2123	0	14
2022.06.21	06:00:00	1.05328	1.05332	1.05222	1.05316	2527	0	14
2022.06.21	07:00:00	1.05315	1.05322	1.05200	1.05217	1761	0	14
2022.06.21	08:00:00	1.05217	1.05250	1.05126	1.05177	2152	0	14
2022.06.21	09:00:00	1.05178	1.05320	1.05139	1.05316	4438	0	14
2022.06.21	10:00:00	1.05315	1.05642	1.05309	1.05560	7365	0	14
2022.06.21	11:00:00	1.05559	1.05785	1.05532	1.05776	6365	0	14
2022.06.21	12:00:00	1.05777	1.05819	1.05654	1.05672	4043	0	14
2022.06.21	13:00:00	1.05673	1.05675	1.05500	1.05515	5201	0	14
2022.06.21	14:00:00	1.05515	1.05596	1.05438	1.05495	6888	0	14
2022.06.21	15:00:00	1.05494	1.05623	1.05452	1.05510	6639	0	14
2022.06.21	16:00:00	1.05509	1.05610	1.05448	1.05583	6608	0	14
2022.06.21	17:00:00	1.05582	1.05655	1.05436	1.05646	8040	0	14
2022.06.21	18:00:00	1.05647	1.05661	1.05462	1.05478	5487	0	14
2022.06.21	19:00:00	1.05479	1.05481	1.05273	1.05335	4414	0	14
2022.06.21	20:00:00	1.05334	1.05397	1.05264	1.05382	2798	0	14
2022.06.21	21:00:00	1.05382	1.05391	1.05180	1.05307	2685	0	14
2022.06.21	22:00:00	1.05308	1.05397	1.05283	1.05308	2205	0	14
2022.06.21	23:00:00	1.05307	1.05351	1.05281	1.05346	856	0	3
2022.06.22	00:00:00	1.05345	1.05357	1.05342	1.05346	137	0	14
2022.06.22	01:00:00	1.05349	1.05381	1.05321	1.05372	1331	0	14
2022.06.22	02:00:00	1.05375	1.05379	1.05304	1.05306	2449	0	14
2022.06.22	03:00:00	1.05307	1.05309	1.05096	1.05120	4644	0	14
2022.06.22	04:00:00	1.05120	1.05149	1.05015	1.05070	5361	0	14
2022.06.22	05:00:00	1.05070	1.05146	1.05062	1.05091	3203	0	14
2022.06.22	06:00:00	1.05092	1.05134	1.05062	1.05102	3375	0	14
2022.06.22	07:00:00	1.05102	1.05131	1.04929	1.04958	2370	0	14
2022.06.22	08:00:00	1.04957	1.04979	1.04854	1.04877	3604	0	14
2022.06.22	09:00:00	1.04877	1.05076	1.04826	1.04909	6620	0	14
2022.06.22	10:00:00	1.04910	1.05072	1.04682	1.05040	9865	0	14
2022.06.22	11:00:00	1.05041	1.05134	1.04930	1.05072	7320	0	14
2022.06.22	12:00:00	1.05071	1.05239	1.05039	1.05185	6936	0	14
2022.06.22	13:00:00	1.05184	1.05271	1.05146	1.05197	6111	0	14
2022.06.22	14:00:00	1.05196	1.05283	1.05094	1.05109	6874	0	14
2022.06.22	15:00:00	1.05108	1.05347	1.05106	1.05302	6885	0	14
2022.06.22	16:00:00	1.05303	1.05694	1.05298	1.05591	11070	0	14
2022.06.22	17:00:00	1.05588	1.06050	1.05517	1.05965	10563	0	14
2022.06.22	18:00:00	1.05965	1.05967	1.05791	1.05791	7395	0	14
2022.06.22	19:00:00	1.05792	1.05888	1.05696	1.05743	5387	0	14
2022.06.22	20:00:00	1.05744	1.05825	1.05682	1.05778	3248	0	14
2022.06.22	21:00:00	1.05777	1.05837	1.05648	1.05663	2913	0	14
2022.06.22	22:00:00	1.05664	1.05739	1.05645	1.05664	2498	0	14
2022.06.22	23:00:00	1.05665	1.05688	1.05628	1.05684	1363	0	1
2022.06.23	00:00:00	1.05652	1.05656	1.05638	1.05642	940	0	14
2022.06.23	01:00:00	1.05642	1.05687	1.05639	1.05668	1193	0	14
2022.06.23	02:00:00	1.05669	1.05671	1.05602	1.05639	2356	0	14
2022.06.23	03:00:00	1.05640	1.05745	1.05605	1.05736	4589	0	14
2022.06.23	04:00:00	1.05738	1.05806	1.05562	1.05573	6835	0	14
2022.06.23	05:00:00	1.05573	1.05766	1.05552	1.05701	4788	0	14
2022.06.23	06:00:00	1.05700	1.05743	1.05639	1.05686	4221	0	14
2022.06.23	07:00:00	1.05685	1.05742	1.05655	1.05666	3055	0	14
2022.06.23	08:00:00	1.05665	1.05727	1.05637	1.05694	3240	0	14
2022.06.23	09:00:00	1.05695	1.05786	1.05572	1.05773	6040	0	14
2022.06.23	10:00:00	1.05772	1.05786	1.04978	1.05071	12753	0	14
2022.06.23	11:00:00	1.05070	1.05186	1.04821	1.04930	10341	0	14
2022.06.23	12:00:00	1.04929	1.05180	1.04907	1.05172	7157	0	14
2022.06.23	13:00:00	1.05174	1.05212	1.05012	1.05039	5576	0	14
2022.06.23	14:00:00	1.05040	1.05147	1.04943	1.05048	6240	0	14
2022.06.23	15:00:00	1.05047	1.05179	1.04896	1.05036	8453	0	14
2022.06.23	16:00:00	1.05036	1.05433	1.05032	1.05432	11460	0	14
2022.06.23	17:00:00	1.05431	1.05534	1.05119	1.05280	13686	0	14
2022.06.23	18:00:00	1.05279	1.05412	1.05011	1.05012	10799	0	14
2022.06.23	19:00:00	1.05013	1.05143	1.04935	1.05078	7842	0	14
2022.06.23	20:00:00	1.05077	1.05193	1.05038	1.05063	6185	0	14
2022.06.23	21:00:00	1.05064	1.05210	1.05057	1.05196	4671	0	14
2022.06.23	22:00:00	1.05196	1.05330	1.05191	1.05264	3732	0	14
2022.06.23	23:00:00	1.05265	1.05302	1.05193	1.05209	969	0	1
2022.06.24	00:00:00	1.05222	1.05230	1.05202	1.05216	378	0	14
2022.06.24	01:00:00	1.05220	1.05275	1.05202	1.05259	1458	0	14
2022.06.24	02:00:00	1.05258	1.05277	1.05185	1.05189	1690	0	14
2022.06.24	03:00:00	1.05188	1.05253	1.05117	1.05161	4603	0	14
2022.06.24	04:00:00	1.05162	1.05331	1.05130	1.05286	4243	0	14
2022.06.24	05:00:00	1.05286	1.05366	1.05264	1.05337	2974	0	14
2022.06.24	06:00:00	1.05336	1.05349	1.05281	1.05322	2463	0	14
2022.06.24	07:00:00	1.05321	1.05425	1.05304	1.05393	2190	0	14
2022.06.24	08:00:00	1.05394	1.05459	1.05381	1.05421	2168	0	14
2022.06.24	09:00:00	1.05420	1.05453	1.05301	1.05339	5006	0	14
2022.06.24	10:00:00	1.05340	1.05371	1.05216	1.05230	6768	0	14
2022.06.24	11:00:00	1.05231	1.05451	1.05184	1.05437	6421	0	14
2022.06.24	12:00:00	1.05436	1.05533	1.05392	1.05525	5183	0	14
2022.06.24	13:00:00	1.05524	1.05542	1.05355	1.05371	4415	0	14
2022.06.24	14:00:00	1.05370	1.05398	1.05136	1.05153	5343	0	14
2022.06.24	15:00:00	1.05154	1.05334	1.05154	1.05224	6524	0	14
2022.06.24	16:00:00	1.05225	1.05452	1.05153	1.05334	7546	0	14
2022.06.24	17:00:00	1.05336	1.05706	1.05336	1.05426	13611	0	14
2022.06.24	18:00:00	1.05425	1.05592	1.05359	1.05376	7478	0	14
2022.06.24	19:00:00	1.05375	1.05481	1.05364	1.05460	4030	0	14
2022.06.24	20:00:00	1.05459	1.05486	1.05338	1.05381	2497	0	14
2022.06.24	21:00:00	1.05380	1.05517	1.05380	1.05480	2168	0	14
2022.06.24	22:00:00	1.05479	1.05588	1.05445	1.05583	2080	0	14
2022.06.24	23:00:00	1.05584	1.05584	1.05488	1.05554	1200	0	4
2022.06.27	02:00:00	1.05646	1.05741	1.05630	1.05659	3173	0	1
2022.06.27	03:00:00	1.05660	1.05708	1.05519	1.05553	4614	0	14
2022.06.27	04:00:00	1.05554	1.05648	1.05554	1.05603	5060	0	14
2022.06.27	05:00:00	1.05603	1.05659	1.05544	1.05553	4684	0	14
2022.06.27	06:00:00	1.05553	1.05566	1.05497	1.05558	2789	0	14
2022.06.27	07:00:00	1.05557	1.05646	1.05539	1.05642	2212	0	14
2022.06.27	08:00:00	1.05643	1.05700	1.05580	1.05582	3064	0	14
2022.06.27	09:00:00	1.05583	1.05689	1.05535	1.05675	4269	0	14
2022.06.27	10:00:00	1.05674	1.05898	1.05626	1.05870	6916	0	14
2022.06.27	11:00:00	1.05871	1.05905	1.05745	1.05833	5201	0	14
2022.06.27	12:00:00	1.05833	1.05877	1.05674	1.05680	4794	0	14
2022.06.27	13:00:00	1.05681	1.05881	1.05679	1.05840	4813	0	14
2022.06.27	14:00:00	1.05841	1.05853	1.05637	1.05662	4419	0	14
2022.06.27	15:00:00	1.05661	1.05733	1.05529	1.05675	5941	0	14
2022.06.27	16:00:00	1.05676	1.05856	1.05676	1.05809	6756	0	14
2022.06.27	17:00:00	1.05810	1.05982	1.05693	1.05963	8920	0	14
2022.06.27	18:00:00	1.05962	1.06142	1.05937	1.05996	6255	0	14
2022.06.27	19:00:00	1.05995	1.06039	1.05928	1.05967	3446	0	14
2022.06.27	20:00:00	1.05966	1.05984	1.05815	1.05898	4049	0	14
2022.06.27	21:00:00	1.05899	1.05935	1.05789	1.05837	2809	0	14
2022.06.27	22:00:00	1.05838	1.05884	1.05776	1.05797	2854	0	14
2022.06.27	23:00:00	1.05796	1.05828	1.05774	1.05820	1224	0	2
2022.06.28	00:00:00	1.05828	1.05851	1.05828	1.05837	345	0	14
2022.06.28	01:00:00	1.05839	1.05849	1.05757	1.05790	1592	0	14
2022.06.28	02:00:00	1.05789	1.05813	1.05759	1.05792	1300	0	14
2022.06.28	03:00:00	1.05793	1.05849	1.05700	1.05756	3923	0	14
2022.06.28	04:00:00	1.05756	1.05858	1.05727	1.05747	4220	0	14
2022.06.28	05:00:00	1.05746	1.05810	1.05709	1.05762	4201	0	14
2022.06.28	06:00:00	1.05760	1.05841	1.05751	1.05805	3144	0	14
2022.06.28	07:00:00	1.05804	1.05812	1.05734	1.05750	2259	0	14
2022.06.28	08:00:00	1.05751	1.05770	1.05699	1.05706	2018	0	14
2022.06.28	09:00:00	1.05705	1.06055	1.05699	1.05820	7856	0	14
2022.06.28	10:00:00	1.05821	1.05947	1.05815	1.05836	9304	0	14
2022.06.28	11:00:00	1.05835	1.05962	1.05737	1.05913	8685	0	14
2022.06.28	12:00:00	1.05912	1.05962	1.05805	1.05851	6400	0	14
2022.06.28	13:00:00	1.05852	1.05897	1.05771	1.05773	5347	0	14
2022.06.28	14:00:00	1.05772	1.05873	1.05631	1.05680	5576	0	14
2022.06.28	15:00:00	1.05679	1.05702	1.05333	1.05374	6742	0	14
2022.06.28	16:00:00	1.05373	1.05412	1.05231	1.05324	7316	0	14
2022.06.28	17:00:00	1.05323	1.05334	1.05027	1.05164	8641	0	14
2022.06.28	18:00:00	1.05165	1.05383	1.05127	1.05336	7224	0	14
2022.06.28	19:00:00	1.05337	1.05407	1.05207	1.05224	5037	0	14
2022.06.28	20:00:00	1.05225	1.05321	1.05162	1.05316	3929	0	14
2022.06.28	21:00:00	1.05312	1.05338	1.05197	1.05215	2912	0	14
2022.06.28	22:00:00	1.05216	1.05275	1.05192	1.05252	2746	0	14
2022.06.28	23:00:00	1.05253	1.05273	1.05182	1.05209	1076	0	2
2022.06.29	00:00:00	1.05208	1.05215	1.05204	1.05214	169	0	14
2022.06.29	01:00:00	1.05213	1.05260	1.05169	1.05257	1798	0	14
2022.06.29	02:00:00	1.05259	1.05263	1.05198	1.05214	1708	0	14
2022.06.29	03:00:00	1.05213	1.05305	1.05183	1.05203	3297	0	14
2022.06.29	04:00:00	1.05204	1.05320	1.05166	1.05289	4077	0	14
2022.06.29	05:00:00	1.05287	1.05347	1.05270	1.05280	3234	0	14
2022.06.29	06:00:00	1.05279	1.05302	1.05235	1.05291	2220	0	14
2022.06.29	07:00:00	1.05292	1.05317	1.05003	1.05036	4008	0	14
2022.06.29	08:00:00	1.05037	1.05143	1.05014	1.05020	3622	0	14
2022.06.29	09:00:00	1.05019	1.05040	1.04853	1.04887	7079	0	14
2022.06.29	10:00:00	1.04886	1.05199	1.04886	1.05164	9684	0	14
2022.06.29	11:00:00	1.05163	1.05181	1.05025	1.05097	7039	0	14
2022.06.29	12:00:00	1.05098	1.05279	1.05080	1.05090	7525	0	14
2022.06.29	13:00:00	1.05088	1.05276	1.05041	1.05203	6809	0	14
2022.06.29	14:00:00	1.05202	1.05345	1.05110	1.05220	6446	0	14
2022.06.29	15:00:00	1.05219	1.05283	1.05046	1.05204	7577	0	14
2022.06.29	16:00:00	1.05205	1.05258	1.04734	1.04804	10454	0	14
2022.06.29	17:00:00	1.04803	1.04915	1.04665	1.04770	10234	0	14
2022.06.29	18:00:00	1.04768	1.04785	1.04657	1.04761	6773	0	14
2022.06.29	19:00:00	1.04760	1.04763	1.04436	1.04449	4705	0	14
2022.06.29	20:00:00	1.04448	1.04530	1.04436	1.04482	3451	0	14
2022.06.29	21:00:00	1.04481	1.04531	1.04404	1.04407	2877	0	14
2022.06.29	22:00:00	1.04406	1.04442	1.04346	1.04402	2421	0	14
2022.06.29	23:00:00	1.04401	1.04431	1.04389	1.04416	982	0	2
2022.06.30	00:00:00	1.04400	1.04420	1.04396	1.04407	649	0	14
2022.06.30	01:00:00	1.04400	1.04448	1.04363	1.04435	3252	0	14
2022.06.30	02:00:00	1.04434	1.04458	1.04403	1.04450	2263	0	14
2022.06.30	03:00:00	1.04451	1.04466	1.04373	1.04416	2614	0	14
2022.06.30	04:00:00	1.04416	1.04442	1.04323	1.04366	4724	0	14
2022.06.30	05:00:00	1.04367	1.04561	1.04367	1.04517	3272	0	14
2022.06.30	06:00:00	1.04516	1.04553	1.04483	1.04511	2003	0	14
2022.06.30	07:00:00	1.04512	1.04568	1.04491	1.04528	1390	0	14
2022.06.30	08:00:00	1.04529	1.04573	1.04468	1.04551	3639	0	14
2022.06.30	09:00:00	1.04550	1.04682	1.04380	1.04399	8083	0	14
2022.06.30	10:00:00	1.04398	1.04560	1.04292	1.04446	10361	0	14
2022.06.30	11:00:00	1.04447	1.04673	1.04331	1.04407	8557	0	14
2022.06.30	12:00:00	1.04406	1.04420	1.04248	1.04289	6537	0	14
2022.06.30	13:00:00	1.04290	1.04301	1.03997	1.03999	6397	0	14
2022.06.30	14:00:00	1.03998	1.04074	1.03818	1.03929	8014	0	14
2022.06.30	15:00:00	1.03927	1.04139	1.03839	1.03971	8406	0	14
2022.06.30	16:00:00	1.03970	1.04236	1.03970	1.04157	9301	0	14
2022.06.30	17:00:00	1.04161	1.04598	1.04117	1.04507	10960	0	14
2022.06.30	18:00:00	1.04508	1.04784	1.04421	1.04680	10003	0	14
2022.06.30	19:00:00	1.04678	1.04847	1.04611	1.04819	5974	0	14
2022.06.30	20:00:00	1.04818	1.04879	1.04762	1.04795	4303	0	14
2022.06.30	21:00:00	1.04796	1.04831	1.04771	1.04799	4219	0	14
2022.06.30	22:00:00	1.04798	1.04814	1.04670	1.04785	4706	0	14
2022.06.30	23:00:00	1.04786	1.04843	1.04782	1.04832	1323	0	2
2022.07.01	00:00:00	1.04848	1.04849	1.04793	1.04796	759	0	14
2022.07.01	01:00:00	1.04798	1.04820	1.04729	1.04763	2150	0	14
2022.07.01	02:00:00	1.04763	1.04787	1.04741	1.04777	1822	0	14
2022.07.01	03:00:00	1.04776	1.04779	1.04659	1.04708	3989	0	14
2022.07.01	04:00:00	1.04707	1.04731	1.04633	1.04691	4322	0	14
2022.07.01	05:00:00	1.04692	1.04720	1.04613	1.04656	2931	0	14
2022.07.01	06:00:00	1.04655	1.04668	1.04493	1.04537	4058	0	14
2022.07.01	07:00:00	1.04536	1.04606	1.04465	1.04532	4001	0	14
2022.07.01	08:00:00	1.04531	1.04699	1.04516	1.04625	4096	0	14
2022.07.01	09:00:00	1.04623	1.04695	1.04401	1.04606	7212	0	14
2022.07.01	10:00:00	1.04607	1.04629	1.04322	1.04457	10223	0	14
2022.07.01	11:00:00	1.04458	1.04593	1.04361	1.04582	7142	0	14
2022.07.01	12:00:00	1.04581	1.04685	1.04499	1.04553	7305	0	14
2022.07.01	13:00:00	1.04554	1.04734	1.04474	1.04499	6503	0	14
2022.07.01	14:00:00	1.04500	1.04592	1.04310	1.04354	8688	0	14
2022.07.01	15:00:00	1.04353	1.04386	1.04059	1.04060	7261	0	14
2022.07.01	16:00:00	1.04061	1.04121	1.03919	1.03996	8469	0	14
