<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.03.08	11:00:00	1.08607	1.09207	1.08557	1.08957	6304	0	15
2022.03.08	12:00:00	1.08962	1.09037	1.08657	1.08867	4183	0	15
2022.03.08	13:00:00	1.08867	1.09037	1.08647	1.08977	3296	0	15
2022.03.08	14:00:00	1.08982	1.09027	1.08807	1.08907	2457	0	15
2022.03.08	15:00:00	1.08907	1.09197	1.08907	1.09047	3342	0	15
2022.03.08	16:00:00	1.09047	1.09167	1.08837	1.09147	3871	0	15
2022.03.08	17:00:00	1.09147	1.09237	1.09007	1.09027	3574	0	15
2022.03.08	18:00:00	1.09032	1.09047	1.08717	1.08751	5661	0	15
2022.03.08	19:00:00	1.08750	1.08917	1.08747	1.08797	3466	0	15
2022.03.08	20:00:00	1.08797	1.09547	1.08767	1.09427	6372	0	15
2022.03.08	21:00:00	1.09421	1.09577	1.09037	1.09167	5002	0	15
2022.03.08	22:00:00	1.09167	1.09167	1.09017	1.09067	3389	0	15
2022.03.08	23:00:00	1.09062	1.09127	1.08992	1.09062	2141	0	15
2022.03.09	00:00:00	1.09057	1.09087	1.08967	1.09022	580	0	15
2022.03.09	01:00:00	1.09007	1.09032	1.08982	1.09002	345	0	15
2022.03.09	02:00:00	1.09002	1.09042	1.08897	1.08967	919	0	15
2022.03.09	03:00:00	1.08967	1.09137	1.08957	1.09137	1338	0	15
2022.03.09	04:00:00	1.09137	1.09192	1.09097	1.09132	1319	0	15
2022.03.09	05:00:00	1.09132	1.09197	1.09117	1.09157	1104	0	15
2022.03.09	06:00:00	1.09157	1.09167	1.09047	1.09067	878	0	15
2022.03.09	07:00:00	1.09067	1.09187	1.09062	1.09162	710	0	15
2022.03.09	08:00:00	1.09162	1.09287	1.09137	1.09157	962	0	15
2022.03.09	09:00:00	1.09162	1.09272	1.09133	1.09168	4455	0	14
2022.03.09	10:00:00	1.09167	1.09250	1.09086	1.09159	9710	0	14
2022.03.09	11:00:00	1.09160	1.09555	1.09100	1.09488	12243	0	14
2022.03.09	12:00:00	1.09489	1.09722	1.09393	1.09692	10899	0	14
2022.03.09	13:00:00	1.09691	1.09920	1.09646	1.09661	10033	0	14
2022.03.09	14:00:00	1.09663	1.09712	1.09411	1.09705	10349	0	14
2022.03.09	15:00:00	1.09706	1.09878	1.09628	1.09849	8958	0	14
2022.03.09	16:00:00	1.09848	1.10158	1.09828	1.10136	9573	0	14
2022.03.09	17:00:00	1.10137	1.10495	1.10035	1.10304	24196	0	14
2022.03.09	18:00:00	1.10303	1.10472	1.10108	1.10434	14370	0	14
2022.03.09	19:00:00	1.10433	1.10911	1.10423	1.10698	14829	0	14
2022.03.09	20:00:00	1.10699	1.10947	1.10645	1.10912	11294	0	14
2022.03.09	21:00:00	1.10911	1.10943	1.10628	1.10651	7705	0	14
2022.03.09	22:00:00	1.10651	1.10788	1.10610	1.10765	5725	0	14
2022.03.09	23:00:00	1.10764	1.10828	1.10614	1.10661	6450	0	14
2022.03.10	00:00:00	1.10691	1.10725	1.10642	1.10725	1117	0	14
2022.03.10	01:00:00	1.10708	1.10730	1.10674	1.10685	1408	0	14
2022.03.10	02:00:00	1.10683	1.10776	1.10644	1.10729	2662	0	14
2022.03.10	03:00:00	1.10730	1.10730	1.10464	1.10533	2490	0	14
2022.03.10	04:00:00	1.10534	1.10573	1.10409	1.10507	4558	0	14
2022.03.10	05:00:00	1.10507	1.10572	1.10466	1.10515	3309	0	14
2022.03.10	06:00:00	1.10516	1.10587	1.10447	1.10583	3156	0	14
2022.03.10	07:00:00	1.10582	1.10620	1.10506	1.10533	2568	0	14
2022.03.10	08:00:00	1.10533	1.10589	1.10514	1.10583	2304	0	14
2022.03.10	09:00:00	1.10584	1.10670	1.10516	1.10556	3478	0	14
2022.03.10	10:00:00	1.10555	1.10713	1.10525	1.10644	7700	0	14
2022.03.10	11:00:00	1.10641	1.10641	1.10257	1.10321	14476	0	14
2022.03.10	12:00:00	1.10320	1.10794	1.10320	1.10407	20776	0	14
2022.03.10	13:00:00	1.10409	1.10483	1.10249	1.10342	15560	0	14
2022.03.10	14:00:00	1.10341	1.10526	1.10295	1.10395	11841	0	14
2022.03.10	15:00:00	1.10394	1.11206	1.10325	1.10976	17279	0	14
2022.03.10	16:00:00	1.10977	1.11071	1.10507	1.10635	23610	0	14
2022.03.10	17:00:00	1.10634	1.10696	1.09995	1.10157	22944	0	14
2022.03.10	18:00:00	1.10158	1.10230	1.09795	1.10181	15906	0	14
2022.03.10	19:00:00	1.10181	1.10193	1.09951	1.10059	10224	0	14
2022.03.10	20:00:00	1.10058	1.10080	1.09895	1.09897	7114	0	14
2022.03.10	21:00:00	1.09898	1.09924	1.09859	1.09861	5033	0	14
2022.03.10	22:00:00	1.09858	1.09932	1.09824	1.09841	4680	0	14
2022.03.10	23:00:00	1.09842	1.09905	1.09804	1.09805	4031	0	14
2022.03.11	00:00:00	1.09808	1.09880	1.09786	1.09876	1029	0	14
2022.03.11	01:00:00	1.09892	1.09915	1.09862	1.09871	441	0	14
2022.03.11	02:00:00	1.09869	1.10144	1.09861	1.10127	2856	0	14
2022.03.11	03:00:00	1.10128	1.10182	1.09972	1.09974	3546	0	14
2022.03.11	04:00:00	1.09975	1.10012	1.09801	1.09870	4639	0	14
2022.03.11	05:00:00	1.09871	1.10024	1.09868	1.09940	4095	0	14
2022.03.11	06:00:00	1.09939	1.10043	1.09906	1.10040	3161	0	14
2022.03.11	07:00:00	1.10040	1.10098	1.09996	1.10006	2692	0	14
2022.03.11	08:00:00	1.10007	1.10033	1.09927	1.09984	4236	0	14
2022.03.11	09:00:00	1.09982	1.10071	1.09955	1.10035	4627	0	14
2022.03.11	10:00:00	1.10038	1.10081	1.09804	1.09830	8736	0	14
2022.03.11	11:00:00	1.09831	1.09916	1.09652	1.09775	12202	0	14
2022.03.11	12:00:00	1.09774	1.09853	1.09595	1.09668	8992	0	14
2022.03.11	13:00:00	1.09667	1.09845	1.09652	1.09784	6934	0	14
2022.03.11	14:00:00	1.09784	1.10430	1.09784	1.10104	20237	0	14
2022.03.11	15:00:00	1.10105	1.10317	1.09733	1.09859	14639	0	14
2022.03.11	16:00:00	1.09860	1.10103	1.09847	1.09975	13843	0	14
2022.03.11	17:00:00	1.09976	1.10010	1.09724	1.09813	13100	0	14
2022.03.11	18:00:00	1.09808	1.09818	1.09455	1.09644	16743	0	14
2022.03.11	19:00:00	1.09645	1.09691	1.09280	1.09352	13791	0	14
2022.03.11	20:00:00	1.09351	1.09362	1.09127	1.09155	7151	0	14
2022.03.11	21:00:00	1.09154	1.09208	1.09014	1.09027	5419	0	14
2022.03.11	22:00:00	1.09026	1.09127	1.09023	1.09083	5129	0	14
2022.03.11	23:00:00	1.09084	1.09122	1.09048	1.09103	5272	0	14
2022.03.14	02:00:00	1.09280	1.09383	1.09251	1.09311	3453	0	14
2022.03.14	03:00:00	1.09313	1.09320	1.09193	1.09285	7837	0	14
2022.03.14	04:00:00	1.09286	1.09370	1.09122	1.09165	9522	0	14
2022.03.14	05:00:00	1.09166	1.09174	1.08999	1.09087	6999	0	14
2022.03.14	06:00:00	1.09086	1.09115	1.09035	1.09040	4075	0	14
2022.03.14	07:00:00	1.09041	1.09167	1.09004	1.09165	3095	0	14
2022.03.14	08:00:00	1.09164	1.09177	1.09081	1.09106	4085	0	14
2022.03.14	09:00:00	1.09105	1.09223	1.09085	1.09171	4491	0	14
2022.03.14	10:00:00	1.09170	1.09395	1.09100	1.09312	10561	0	14
2022.03.14	11:00:00	1.09313	1.09593	1.09295	1.09558	15360	0	14
2022.03.14	12:00:00	1.09557	1.09891	1.09509	1.09816	14345	0	14
2022.03.14	13:00:00	1.09815	1.09834	1.09586	1.09599	9810	0	14
2022.03.14	14:00:00	1.09600	1.09663	1.09393	1.09425	11406	0	14
2022.03.14	15:00:00	1.09426	1.09642	1.09421	1.09573	13025	0	14
2022.03.14	16:00:00	1.09569	1.09613	1.09344	1.09422	13058	0	14
2022.03.14	17:00:00	1.09421	1.09712	1.09386	1.09645	14229	0	14
2022.03.14	18:00:00	1.09644	1.09857	1.09608	1.09786	14362	0	14
2022.03.14	19:00:00	1.09785	1.09932	1.09675	1.09734	12478	0	14
2022.03.14	20:00:00	1.09735	1.09786	1.09632	1.09743	9228	0	14
2022.03.14	21:00:00	1.09742	1.09755	1.09562	1.09571	6787	0	14
2022.03.14	22:00:00	1.09572	1.09655	1.09451	1.09489	6854	0	14
2022.03.14	23:00:00	1.09491	1.09529	1.09387	1.09388	2344	0	14
2022.03.15	00:00:00	1.09420	1.09467	1.09346	1.09444	1091	0	14
2022.03.15	01:00:00	1.09445	1.09483	1.09328	1.09350	2676	0	14
2022.03.15	02:00:00	1.09349	1.09447	1.09300	1.09422	3837	0	14
2022.03.15	03:00:00	1.09423	1.09548	1.09422	1.09497	4389	0	14
2022.03.15	04:00:00	1.09496	1.09553	1.09370	1.09541	10029	0	14
2022.03.15	05:00:00	1.09541	1.09763	1.09530	1.09707	11874	0	14
2022.03.15	06:00:00	1.09708	1.09797	1.09682	1.09769	5913	0	14
2022.03.15	07:00:00	1.09770	1.09848	1.09741	1.09818	3892	0	14
2022.03.15	08:00:00	1.09817	1.09844	1.09775	1.09824	4567	0	14
2022.03.15	09:00:00	1.09825	1.09831	1.09695	1.09703	6671	0	14
2022.03.15	10:00:00	1.09704	1.10192	1.09663	1.10045	24257	0	14
2022.03.15	11:00:00	1.10044	1.10186	1.09871	1.10030	20679	0	14
2022.03.15	12:00:00	1.10031	1.10072	1.09905	1.10049	11066	0	14
2022.03.15	13:00:00	1.10048	1.10049	1.09920	1.09945	9776	0	14
2022.03.15	14:00:00	1.09946	1.09965	1.09773	1.09833	8289	0	14
2022.03.15	15:00:00	1.09834	1.10034	1.09833	1.09898	14383	0	14
2022.03.15	16:00:00	1.09897	1.09992	1.09731	1.09966	16770	0	14
2022.03.15	17:00:00	1.09967	1.09991	1.09765	1.09823	13273	0	14
2022.03.15	18:00:00	1.09824	1.09861	1.09623	1.09720	18469	0	14
2022.03.15	19:00:00	1.09721	1.09751	1.09374	1.09507	20972	0	14
2022.03.15	20:00:00	1.09508	1.09532	1.09361	1.09376	9190	0	14
2022.03.15	21:00:00	1.09375	1.09422	1.09255	1.09397	7889	0	14
2022.03.15	22:00:00	1.09398	1.09524	1.09388	1.09520	6540	0	14
2022.03.15	23:00:00	1.09519	1.09533	1.09411	1.09458	1645	0	14
2022.03.16	00:00:00	1.09524	1.09524	1.09477	1.09488	649	0	14
2022.03.16	01:00:00	1.09487	1.09643	1.09485	1.09643	2061	0	14
2022.03.16	02:00:00	1.09642	1.09733	1.09570	1.09661	3938	0	14
2022.03.16	03:00:00	1.09662	1.09711	1.09545	1.09562	6062	0	14
2022.03.16	04:00:00	1.09563	1.09690	1.09553	1.09665	7870	0	14
2022.03.16	05:00:00	1.09665	1.09767	1.09649	1.09706	4785	0	14
2022.03.16	06:00:00	1.09705	1.09722	1.09661	1.09664	3307	0	14
2022.03.16	07:00:00	1.09665	1.09689	1.09651	1.09672	2237	0	14
2022.03.16	08:00:00	1.09672	1.09772	1.09640	1.09767	3645	0	14
2022.03.16	09:00:00	1.09766	1.09816	1.09704	1.09783	6266	0	14
2022.03.16	10:00:00	1.09784	1.09791	1.09553	1.09576	8980	0	14
2022.03.16	11:00:00	1.09577	1.10047	1.09576	1.09901	22412	0	14
2022.03.16	12:00:00	1.09900	1.10006	1.09795	1.09862	10436	0	14
2022.03.16	13:00:00	1.09863	1.10141	1.09840	1.09986	16970	0	14
2022.03.16	14:00:00	1.09985	1.10242	1.09976	1.10116	11327	0	14
2022.03.16	15:00:00	1.10115	1.10130	1.09816	1.09885	13732	0	14
2022.03.16	16:00:00	1.09886	1.10049	1.09848	1.09994	12715	0	14
2022.03.16	17:00:00	1.09995	1.10393	1.09860	1.10168	33490	0	14
2022.03.16	18:00:00	1.10169	1.10222	1.09898	1.09914	21982	0	14
2022.03.16	19:00:00	1.09913	1.10129	1.09909	1.10003	14613	0	14
2022.03.16	20:00:00	1.10002	1.10012	1.09819	1.09836	11288	0	14
2022.03.16	21:00:00	1.09835	1.10101	1.09495	1.09999	52305	0	14
2022.03.16	22:00:00	1.09998	1.10444	1.09925	1.10443	25592	0	14
2022.03.16	23:00:00	1.10442	1.10461	1.10311	1.10372	3894	0	14
2022.03.17	00:00:00	1.10325	1.10329	1.10300	1.10309	172	0	14
2022.03.17	01:00:00	1.10307	1.10312	1.10067	1.10174	4737	0	14
2022.03.17	02:00:00	1.10175	1.10243	1.10155	1.10210	2416	0	14
2022.03.17	03:00:00	1.10209	1.10517	1.10196	1.10507	7307	0	14
2022.03.17	04:00:00	1.10508	1.10514	1.10291	1.10352	8606	0	14
2022.03.17	05:00:00	1.10353	1.10419	1.10299	1.10411	4585	0	14
2022.03.17	06:00:00	1.10412	1.10415	1.10320	1.10343	4206	0	14
2022.03.17	07:00:00	1.10344	1.10380	1.10297	1.10338	2549	0	14
2022.03.17	08:00:00	1.10338	1.10340	1.10227	1.10228	3165	0	14
2022.03.17	09:00:00	1.10228	1.10381	1.10214	1.10355	4329	0	14
2022.03.17	10:00:00	1.10356	1.10453	1.10294	1.10441	7397	0	14
2022.03.17	11:00:00	1.10440	1.10665	1.10388	1.10524	12296	0	14
2022.03.17	12:00:00	1.10521	1.10548	1.10402	1.10535	9096	0	14
2022.03.17	13:00:00	1.10534	1.10536	1.10226	1.10461	13644	0	14
2022.03.17	14:00:00	1.10460	1.10577	1.10455	1.10505	7133	0	14
2022.03.17	15:00:00	1.10504	1.10645	1.10396	1.10451	15900	0	14
2022.03.17	16:00:00	1.10452	1.10700	1.10436	1.10693	10488	0	14
2022.03.17	17:00:00	1.10694	1.10910	1.10666	1.10823	12106	0	14
2022.03.17	18:00:00	1.10822	1.11105	1.10794	1.11091	9928	0	14
2022.03.17	19:00:00	1.11090	1.11326	1.11040	1.11303	8213	0	14
2022.03.17	20:00:00	1.11304	1.11369	1.11224	1.11262	6424	0	14
2022.03.17	21:00:00	1.11261	1.11267	1.10980	1.10996	4475	0	14
2022.03.17	22:00:00	1.10995	1.10996	1.10924	1.10980	3535	0	14
2022.03.17	23:00:00	1.10979	1.10994	1.10886	1.10903	1574	0	14
2022.03.18	00:00:00	1.10916	1.10916	1.10893	1.10900	418	0	14
2022.03.18	01:00:00	1.10899	1.10955	1.10898	1.10931	1249	0	14
2022.03.18	02:00:00	1.10931	1.10996	1.10886	1.10983	2683	0	14
2022.03.18	03:00:00	1.10984	1.11181	1.10957	1.10990	7091	0	14
2022.03.18	04:00:00	1.10991	1.11031	1.10850	1.10869	6349	0	14
2022.03.18	05:00:00	1.10870	1.10898	1.10808	1.10851	3663	0	14
2022.03.18	06:00:00	1.10850	1.10891	1.10765	1.10834	2966	0	14
2022.03.18	07:00:00	1.10833	1.10866	1.10759	1.10762	2277	0	14
2022.03.18	08:00:00	1.10762	1.10849	1.10750	1.10834	2874	0	14
2022.03.18	09:00:00	1.10833	1.10936	1.10814	1.10829	4229	0	14
2022.03.18	10:00:00	1.10828	1.10888	1.10707	1.10780	7829	0	14
2022.03.18	11:00:00	1.10779	1.10800	1.10555	1.10672	10772	0	14
2022.03.18	12:00:00	1.10671	1.10699	1.10523	1.10566	7919	0	14
2022.03.18	13:00:00	1.10567	1.10597	1.10309	1.10376	9577	0	14
2022.03.18	14:00:00	1.10377	1.10410	1.10202	1.10219	7768	0	14
2022.03.18	15:00:00	1.10220	1.10355	1.10148	1.10199	10357	0	14
2022.03.18	16:00:00	1.10200	1.10253	1.10029	1.10245	12626	0	14
2022.03.18	17:00:00	1.10246	1.10431	1.10237	1.10289	8272	0	14
2022.03.18	18:00:00	1.10288	1.10530	1.10263	1.10475	8789	0	14
2022.03.18	19:00:00	1.10474	1.10716	1.10417	1.10600	7909	0	14
2022.03.18	20:00:00	1.10601	1.10632	1.10499	1.10579	4077	0	14
2022.03.18	21:00:00	1.10578	1.10584	1.10416	1.10479	3643	0	14
2022.03.18	22:00:00	1.10480	1.10561	1.10458	1.10516	3389	0	14
2022.03.18	23:00:00	1.10517	1.10531	1.10467	1.10487	1175	0	14
2022.03.21	02:00:00	1.10438	1.10470	1.10403	1.10420	909	0	14
2022.03.21	03:00:00	1.10419	1.10473	1.10370	1.10446	1306	0	14
2022.03.21	04:00:00	1.10445	1.10530	1.10436	1.10444	1304	0	14
2022.03.21	05:00:00	1.10444	1.10500	1.10423	1.10485	1281	0	14
2022.03.21	06:00:00	1.10485	1.10512	1.10445	1.10448	890	0	14
2022.03.21	07:00:00	1.10449	1.10449	1.10401	1.10402	912	0	14
2022.03.21	08:00:00	1.10404	1.10433	1.10373	1.10413	1474	0	14
2022.03.21	09:00:00	1.10414	1.10464	1.10340	1.10377	1456	0	14
2022.03.21	10:00:00	1.10376	1.10553	1.10343	1.10503	4807	0	14
2022.03.21	11:00:00	1.10504	1.10620	1.10457	1.10558	6224	0	14
2022.03.21	12:00:00	1.10559	1.10695	1.10509	1.10564	5279	0	14
2022.03.21	13:00:00	1.10564	1.10577	1.10443	1.10447	3623	0	14
2022.03.21	14:00:00	1.10446	1.10449	1.10249	1.10305	5651	0	14
2022.03.21	15:00:00	1.10304	1.10430	1.10285	1.10332	4727	0	14
2022.03.21	16:00:00	1.10331	1.10433	1.10320	1.10328	5326	0	14
2022.03.21	17:00:00	1.10329	1.10449	1.10282	1.10415	6527	0	14
2022.03.21	18:00:00	1.10416	1.10501	1.10368	1.10445	5890	0	14
2022.03.21	19:00:00	1.10444	1.10517	1.10257	1.10413	9210	0	14
2022.03.21	20:00:00	1.10414	1.10431	1.10175	1.10301	7132	0	14
2022.03.21	21:00:00	1.10302	1.10304	1.10142	1.10153	4304	0	14
2022.03.21	22:00:00	1.10152	1.10190	1.10095	1.10135	3583	0	14
2022.03.21	23:00:00	1.10134	1.10166	1.10118	1.10155	1129	0	14
2022.03.22	00:00:00	1.10158	1.10194	1.10151	1.10188	603	0	14
2022.03.22	01:00:00	1.10181	1.10251	1.10165	1.10200	897	0	14
2022.03.22	02:00:00	1.10200	1.10212	1.10139	1.10161	1097	0	14
2022.03.22	03:00:00	1.10161	1.10169	1.09804	1.09859	4167	0	14
2022.03.22	04:00:00	1.09860	1.09965	1.09833	1.09950	3899	0	14
2022.03.22	05:00:00	1.09951	1.10019	1.09900	1.10011	3063	0	14
2022.03.22	06:00:00	1.10011	1.10045	1.09960	1.10018	2257	0	14
2022.03.22	07:00:00	1.10019	1.10022	1.09834	1.09848	4441	0	14
2022.03.22	08:00:00	1.09848	1.09905	1.09803	1.09809	3741	0	14
2022.03.22	09:00:00	1.09810	1.09855	1.09669	1.09672	3711	0	14
2022.03.22	10:00:00	1.09672	1.09825	1.09603	1.09817	4900	0	14
2022.03.22	11:00:00	1.09816	1.10109	1.09804	1.10066	7700	0	14
2022.03.22	12:00:00	1.10065	1.10137	1.09914	1.09957	6774	0	14
2022.03.22	13:00:00	1.09956	1.10058	1.09865	1.10027	5130	0	14
2022.03.22	14:00:00	1.10028	1.10047	1.09908	1.09987	6328	0	14
2022.03.22	15:00:00	1.09988	1.10339	1.09988	1.10150	8015	0	14
2022.03.22	16:00:00	1.10151	1.10424	1.10144	1.10405	7554	0	14
2022.03.22	17:00:00	1.10406	1.10451	1.10279	1.10331	7086	0	14
2022.03.22	18:00:00	1.10332	1.10337	1.10148	1.10213	6396	0	14
2022.03.22	19:00:00	1.10211	1.10231	1.10107	1.10171	4982	0	14
2022.03.22	20:00:00	1.10172	1.10290	1.10139	1.10226	2879	0	14
2022.03.22	21:00:00	1.10225	1.10254	1.10197	1.10216	1915	0	14
2022.03.22	22:00:00	1.10215	1.10313	1.10196	1.10296	2596	0	14
2022.03.22	23:00:00	1.10296	1.10325	1.10262	1.10296	977	0	14
2022.03.23	00:00:00	1.10286	1.10297	1.10269	1.10291	232	0	14
2022.03.23	01:00:00	1.10294	1.10433	1.10283	1.10314	1509	0	14
2022.03.23	02:00:00	1.10311	1.10339	1.10255	1.10287	1579	0	14
2022.03.23	03:00:00	1.10288	1.10316	1.10202	1.10247	3275	0	14
2022.03.23	04:00:00	1.10247	1.10316	1.10204	1.10252	3634	0	14
2022.03.23	05:00:00	1.10252	1.10335	1.10249	1.10317	2889	0	14
2022.03.23	06:00:00	1.10316	1.10342	1.10250	1.10258	2105	0	14
2022.03.23	07:00:00	1.10259	1.10283	1.10232	1.10270	1682	0	14
2022.03.23	08:00:00	1.10271	1.10391	1.10263	1.10367	1637	0	14
2022.03.23	09:00:00	1.10366	1.10392	1.10301	1.10305	1919	0	14
2022.03.23	10:00:00	1.10304	1.10352	1.10139	1.10165	4023	0	14
2022.03.23	11:00:00	1.10171	1.10230	1.10098	1.10156	5521	0	14
2022.03.23	12:00:00	1.10157	1.10169	1.09880	1.09964	5518	0	14
2022.03.23	13:00:00	1.09964	1.10063	1.09952	1.10014	4156	0	14
2022.03.23	14:00:00	1.10014	1.10060	1.09743	1.09824	5160	0	14
2022.03.23	15:00:00	1.09825	1.09938	1.09805	1.09861	5634	0	14
2022.03.23	16:00:00	1.09860	1.09903	1.09635	1.09653	7074	0	14
2022.03.23	17:00:00	1.09655	1.09876	1.09654	1.09772	7012	0	14
2022.03.23	18:00:00	1.09773	1.10046	1.09759	1.10010	6061	0	14
2022.03.23	19:00:00	1.10010	1.10064	1.09974	1.10013	4341	0	14
2022.03.23	20:00:00	1.10014	1.10065	1.09966	1.10051	2663	0	14
2022.03.23	21:00:00	1.10050	1.10103	1.10039	1.10079	2200	0	14
2022.03.23	22:00:00	1.10083	1.10111	1.10018	1.10041	2174	0	14
2022.03.23	23:00:00	1.10040	1.10098	1.10033	1.10084	817	0	14
2022.03.24	00:00:00	1.10083	1.10092	1.10064	1.10068	188	0	14
2022.03.24	01:00:00	1.10070	1.10092	1.10002	1.10020	1090	0	14
2022.03.24	02:00:00	1.10023	1.10065	1.10023	1.10053	895	0	14
2022.03.24	03:00:00	1.10052	1.10130	1.10005	1.10019	2899	0	14
2022.03.24	04:00:00	1.10019	1.10027	1.09817	1.09875	4173	0	14
2022.03.24	05:00:00	1.09875	1.09891	1.09819	1.09845	2312	0	14
2022.03.24	06:00:00	1.09846	1.09909	1.09800	1.09847	2285	0	14
2022.03.24	07:00:00	1.09846	1.09868	1.09798	1.09849	1670	0	14
2022.03.24	08:00:00	1.09849	1.09855	1.09761	1.09771	1994	0	14
2022.03.24	09:00:00	1.09770	1.09884	1.09748	1.09854	2768	0	14
2022.03.24	10:00:00	1.09853	1.09865	1.09746	1.09773	3736	0	14
2022.03.24	11:00:00	1.09773	1.10002	1.09715	1.09769	8428	0	14
2022.03.24	12:00:00	1.09768	1.09959	1.09767	1.09875	5149	0	14
2022.03.24	13:00:00	1.09874	1.09925	1.09810	1.09872	4090	0	14
2022.03.24	14:00:00	1.09872	1.10005	1.09716	1.09870	5826	0	14
2022.03.24	15:00:00	1.09871	1.09949	1.09740	1.09826	5646	0	14
2022.03.24	16:00:00	1.09827	1.09834	1.09653	1.09730	7315	0	14
2022.03.24	17:00:00	1.09729	1.09977	1.09707	1.09950	6492	0	14
2022.03.24	18:00:00	1.09949	1.10129	1.09930	1.10055	8717	0	14
2022.03.24	19:00:00	1.10055	1.10079	1.09846	1.09851	5194	0	14
2022.03.24	20:00:00	1.09852	1.09979	1.09817	1.09932	3460	0	14
2022.03.24	21:00:00	1.09931	1.10001	1.09901	1.09976	3006	0	14
2022.03.24	22:00:00	1.09975	1.10051	1.09959	1.09986	2531	0	14
2022.03.24	23:00:00	1.09987	1.09995	1.09955	1.09968	1040	0	14
2022.03.25	00:00:00	1.09960	1.09982	1.09949	1.09969	222	0	14
2022.03.25	01:00:00	1.09969	1.10060	1.09963	1.10049	1034	0	14
2022.03.25	02:00:00	1.10053	1.10092	1.10031	1.10079	1180	0	14
2022.03.25	03:00:00	1.10078	1.10103	1.10027	1.10083	3336	0	14
2022.03.25	04:00:00	1.10082	1.10348	1.10074	1.10320	5751	0	14
2022.03.25	05:00:00	1.10319	1.10350	1.10229	1.10280	3003	0	14
2022.03.25	06:00:00	1.10279	1.10336	1.10254	1.10268	2362	0	14
2022.03.25	07:00:00	1.10270	1.10371	1.10254	1.10314	3093	0	14
2022.03.25	08:00:00	1.10313	1.10332	1.10244	1.10281	1897	0	14
2022.03.25	09:00:00	1.10280	1.10283	1.10183	1.10271	2296	0	14
2022.03.25	10:00:00	1.10270	1.10300	1.10206	1.10225	3632	0	14
2022.03.25	11:00:00	1.10224	1.10260	1.10104	1.10152	6134	0	14
2022.03.25	12:00:00	1.10154	1.10196	1.09999	1.10045	5562	0	14
2022.03.25	13:00:00	1.10046	1.10139	1.10009	1.10136	3534	0	14
2022.03.25	14:00:00	1.10135	1.10217	1.10100	1.10179	3694	0	14
2022.03.25	15:00:00	1.10178	1.10178	1.10020	1.10026	4187	0	14
2022.03.25	16:00:00	1.10027	1.10181	1.09917	1.10109	8930	0	14
