<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.04	12:00:00	1.09165	1.09330	1.09153	1.09285	2680	0	14
2023.04.04	12:30:00	1.09284	1.09352	1.09239	1.09306	2233	0	14
2023.04.04	13:00:00	1.09307	1.09347	1.09235	1.09276	1971	0	14
2023.04.04	13:30:00	1.09275	1.09280	1.09156	1.09201	1766	0	14
2023.04.04	14:00:00	1.09200	1.09200	1.09016	1.09054	2261	0	14
2023.04.04	14:30:00	1.09054	1.09086	1.08952	1.08968	1734	0	14
2023.04.04	15:00:00	1.08969	1.09087	1.08943	1.09017	2327	0	14
2023.04.04	15:30:00	1.09016	1.09033	1.08861	1.08905	2730	0	14
2023.04.04	16:00:00	1.08906	1.09005	1.08878	1.08990	2340	0	14
2023.04.04	16:30:00	1.08990	1.09105	1.08982	1.09034	2958	0	14
2023.04.04	17:00:00	1.09033	1.09567	1.09033	1.09547	7422	0	14
2023.04.04	17:30:00	1.09549	1.09725	1.09524	1.09689	5376	0	14
2023.04.04	18:00:00	1.09688	1.09696	1.09547	1.09552	3902	0	14
2023.04.04	18:30:00	1.09551	1.09571	1.09484	1.09499	2653	0	14
2023.04.04	19:00:00	1.09500	1.09533	1.09433	1.09487	2315	0	14
2023.04.04	19:30:00	1.09487	1.09507	1.09425	1.09456	1285	0	14
2023.04.04	20:00:00	1.09455	1.09499	1.09429	1.09468	1075	0	14
2023.04.04	20:30:00	1.09468	1.09495	1.09456	1.09477	860	0	14
2023.04.04	21:00:00	1.09476	1.09489	1.09434	1.09476	781	0	14
2023.04.04	21:30:00	1.09475	1.09531	1.09458	1.09527	1024	0	14
2023.04.04	22:00:00	1.09526	1.09556	1.09504	1.09511	1115	0	14
2023.04.04	22:30:00	1.09512	1.09571	1.09503	1.09566	1127	0	14
2023.04.04	23:00:00	1.09567	1.09574	1.09535	1.09556	486	0	14
2023.04.04	23:30:00	1.09556	1.09565	1.09542	1.09554	272	0	14
2023.04.05	00:00:00	1.09510	1.09543	1.09494	1.09542	98	0	15
2023.04.05	00:30:00	1.09544	1.09557	1.09532	1.09554	162	0	14
2023.04.05	01:00:00	1.09552	1.09563	1.09531	1.09558	582	0	14
2023.04.05	01:30:00	1.09558	1.09592	1.09547	1.09568	751	0	14
2023.04.05	02:00:00	1.09568	1.09599	1.09565	1.09597	588	0	14
2023.04.05	02:30:00	1.09597	1.09608	1.09557	1.09570	556	0	14
2023.04.05	03:00:00	1.09568	1.09689	1.09562	1.09657	1380	0	14
2023.04.05	03:30:00	1.09656	1.09665	1.09583	1.09599	1170	0	14
2023.04.05	04:00:00	1.09600	1.09627	1.09593	1.09605	946	0	14
2023.04.05	04:30:00	1.09606	1.09607	1.09557	1.09567	856	0	14
2023.04.05	05:00:00	1.09568	1.09633	1.09562	1.09584	1949	0	14
2023.04.05	05:30:00	1.09584	1.09638	1.09584	1.09603	966	0	14
2023.04.05	06:00:00	1.09604	1.09621	1.09578	1.09607	844	0	14
2023.04.05	06:30:00	1.09606	1.09606	1.09548	1.09590	718	0	14
2023.04.05	07:00:00	1.09591	1.09591	1.09530	1.09550	764	0	14
2023.04.05	07:30:00	1.09550	1.09555	1.09530	1.09542	604	0	14
2023.04.05	08:00:00	1.09542	1.09543	1.09511	1.09526	521	0	14
2023.04.05	08:30:00	1.09527	1.09582	1.09505	1.09570	1030	0	14
2023.04.05	09:00:00	1.09569	1.09587	1.09491	1.09512	2024	0	14
2023.04.05	09:30:00	1.09511	1.09535	1.09460	1.09478	1525	0	14
2023.04.05	10:00:00	1.09477	1.09648	1.09470	1.09606	2175	0	14
2023.04.05	10:30:00	1.09607	1.09666	1.09485	1.09497	2564	0	14
2023.04.05	11:00:00	1.09496	1.09508	1.09434	1.09495	2120	0	14
2023.04.05	11:30:00	1.09494	1.09540	1.09403	1.09504	2321	0	14
2023.04.05	12:00:00	1.09505	1.09596	1.09438	1.09438	2063	0	14
2023.04.05	12:30:00	1.09437	1.09543	1.09434	1.09514	1547	0	14
2023.04.05	13:00:00	1.09515	1.09528	1.09456	1.09495	1225	0	14
2023.04.05	13:30:00	1.09492	1.09492	1.09407	1.09451	1774	0	14
2023.04.05	14:00:00	1.09453	1.09463	1.09343	1.09389	1440	0	14
2023.04.05	14:30:00	1.09389	1.09430	1.09358	1.09405	1653	0	14
2023.04.05	15:00:00	1.09404	1.09564	1.09369	1.09513	4609	0	14
2023.04.05	15:30:00	1.09512	1.09623	1.09507	1.09572	3378	0	14
2023.04.05	16:00:00	1.09571	1.09594	1.09391	1.09412	2902	0	14
2023.04.05	16:30:00	1.09411	1.09485	1.09381	1.09396	3798	0	14
2023.04.05	17:00:00	1.09397	1.09660	1.09268	1.09314	6234	0	14
2023.04.05	17:30:00	1.09313	1.09319	1.09020	1.09094	5081	0	14
2023.04.05	18:00:00	1.09095	1.09200	1.09049	1.09192	3183	0	14
2023.04.05	18:30:00	1.09191	1.09228	1.09130	1.09167	2070	0	14
2023.04.05	19:00:00	1.09168	1.09191	1.09081	1.09090	1456	0	14
2023.04.05	19:30:00	1.09091	1.09100	1.08956	1.08961	1534	0	14
2023.04.05	20:00:00	1.08962	1.08998	1.08920	1.08970	2334	0	14
2023.04.05	20:30:00	1.08969	1.08999	1.08903	1.08999	1194	0	14
2023.04.05	21:00:00	1.09000	1.09026	1.08995	1.09017	1032	0	14
2023.04.05	21:30:00	1.09016	1.09088	1.08987	1.09082	948	0	14
2023.04.05	22:00:00	1.09083	1.09090	1.09022	1.09027	798	0	14
2023.04.05	22:30:00	1.09028	1.09058	1.09013	1.09030	866	0	14
2023.04.05	23:00:00	1.09031	1.09043	1.09005	1.09007	398	0	14
2023.04.05	23:30:00	1.09007	1.09056	1.09006	1.09052	268	0	14
2023.04.06	00:00:00	1.08994	1.09013	1.08994	1.09008	58	0	24
2023.04.06	00:30:00	1.09009	1.09067	1.09009	1.09053	985	0	14
2023.04.06	01:00:00	1.09072	1.09083	1.09067	1.09069	624	0	14
2023.04.06	01:30:00	1.09070	1.09098	1.09070	1.09093	487	0	14
2023.04.06	02:00:00	1.09093	1.09094	1.09074	1.09085	554	0	14
2023.04.06	02:30:00	1.09086	1.09086	1.09023	1.09023	808	0	14
2023.04.06	03:00:00	1.09023	1.09038	1.09006	1.09013	791	0	14
2023.04.06	03:30:00	1.09014	1.09014	1.08923	1.08933	1161	0	14
2023.04.06	04:00:00	1.08932	1.08932	1.08840	1.08887	1260	0	14
2023.04.06	04:30:00	1.08888	1.08935	1.08875	1.08916	1220	0	14
2023.04.06	05:00:00	1.08915	1.08927	1.08885	1.08886	692	0	14
2023.04.06	05:30:00	1.08886	1.08896	1.08847	1.08860	696	0	14
2023.04.06	06:00:00	1.08859	1.08907	1.08854	1.08898	671	0	14
2023.04.06	06:30:00	1.08897	1.08918	1.08893	1.08913	436	0	14
2023.04.06	07:00:00	1.08914	1.08934	1.08890	1.08912	413	0	14
2023.04.06	07:30:00	1.08912	1.08953	1.08908	1.08921	464	0	14
2023.04.06	08:00:00	1.08921	1.08928	1.08891	1.08920	648	0	14
2023.04.06	08:30:00	1.08919	1.08953	1.08895	1.08940	960	0	14
2023.04.06	09:00:00	1.08939	1.09004	1.08928	1.09002	1351	0	14
2023.04.06	09:30:00	1.09002	1.09056	1.08985	1.09015	1644	0	14
2023.04.06	10:00:00	1.09015	1.09165	1.09005	1.09128	2579	0	14
2023.04.06	10:30:00	1.09129	1.09150	1.09050	1.09061	2623	0	14
2023.04.06	11:00:00	1.09062	1.09095	1.08952	1.08966	2229	0	14
2023.04.06	11:30:00	1.08966	1.09030	1.08927	1.08988	1879	0	14
2023.04.06	12:00:00	1.08987	1.09031	1.08918	1.08952	1616	0	14
2023.04.06	12:30:00	1.08952	1.09095	1.08945	1.09080	1637	0	14
2023.04.06	13:00:00	1.09081	1.09081	1.09008	1.09057	1476	0	14
2023.04.06	13:30:00	1.09057	1.09064	1.08973	1.08993	1363	0	14
2023.04.06	14:00:00	1.08993	1.09107	1.08993	1.09097	1190	0	14
2023.04.06	14:30:00	1.09096	1.09152	1.09082	1.09146	965	0	14
2023.04.06	15:00:00	1.09145	1.09165	1.09072	1.09095	1612	0	14
2023.04.06	15:30:00	1.09094	1.09147	1.08901	1.08909	3929	0	14
2023.04.06	16:00:00	1.08909	1.08943	1.08853	1.08905	2328	0	14
2023.04.06	16:30:00	1.08905	1.08985	1.08892	1.08961	2248	0	14
2023.04.06	17:00:00	1.08960	1.09157	1.08929	1.09132	2589	0	14
2023.04.06	17:30:00	1.09131	1.09232	1.09110	1.09221	2187	0	14
2023.04.06	18:00:00	1.09221	1.09274	1.09191	1.09209	1825	0	14
2023.04.06	18:30:00	1.09210	1.09262	1.09205	1.09247	980	0	14
2023.04.06	19:00:00	1.09248	1.09360	1.09247	1.09331	1018	0	14
2023.04.06	19:30:00	1.09332	1.09365	1.09331	1.09338	762	0	14
2023.04.06	20:00:00	1.09337	1.09355	1.09286	1.09289	708	0	14
2023.04.06	20:30:00	1.09289	1.09339	1.09289	1.09335	604	0	14
2023.04.06	21:00:00	1.09335	1.09344	1.09289	1.09294	747	0	14
2023.04.06	21:30:00	1.09295	1.09314	1.09287	1.09305	717	0	14
2023.04.06	22:00:00	1.09306	1.09306	1.09241	1.09244	577	0	14
2023.04.06	22:30:00	1.09244	1.09246	1.09208	1.09225	604	0	14
2023.04.06	23:00:00	1.09223	1.09228	1.09200	1.09227	382	0	14
2023.04.06	23:30:00	1.09227	1.09227	1.09161	1.09192	436	0	14
2023.04.07	00:00:00	1.09192	1.09200	1.09190	1.09199	23	0	42
2023.04.07	00:30:00	1.09199	1.09199	1.09169	1.09182	162	0	14
2023.04.07	01:00:00	1.09180	1.09189	1.09176	1.09183	385	0	14
2023.04.07	01:30:00	1.09182	1.09187	1.09149	1.09162	427	0	14
2023.04.07	02:00:00	1.09161	1.09172	1.09156	1.09164	370	0	14
2023.04.07	02:30:00	1.09164	1.09201	1.09164	1.09191	390	0	14
2023.04.07	03:00:00	1.09190	1.09233	1.09160	1.09173	474	0	14
2023.04.07	03:30:00	1.09173	1.09174	1.09135	1.09152	492	0	14
2023.04.07	04:00:00	1.09153	1.09182	1.09141	1.09175	410	0	14
2023.04.07	04:30:00	1.09174	1.09192	1.09153	1.09171	374	0	14
2023.04.07	05:00:00	1.09171	1.09208	1.09165	1.09206	319	0	14
2023.04.07	05:30:00	1.09206	1.09209	1.09180	1.09198	292	0	14
2023.04.07	06:00:00	1.09198	1.09204	1.09183	1.09194	240	0	14
2023.04.07	06:30:00	1.09194	1.09194	1.09181	1.09190	291	0	14
2023.04.07	07:00:00	1.09189	1.09201	1.09169	1.09170	300	0	14
2023.04.07	07:30:00	1.09170	1.09181	1.09140	1.09141	306	0	14
2023.04.07	08:00:00	1.09140	1.09163	1.09137	1.09163	363	0	14
2023.04.07	08:30:00	1.09163	1.09182	1.09147	1.09165	548	0	14
2023.04.07	09:00:00	1.09164	1.09186	1.09108	1.09183	616	0	14
2023.04.07	09:30:00	1.09182	1.09186	1.09154	1.09175	518	0	14
2023.04.07	10:00:00	1.09175	1.09189	1.09150	1.09178	634	0	14
2023.04.07	10:30:00	1.09178	1.09186	1.09133	1.09143	491	0	14
2023.04.07	11:00:00	1.09143	1.09159	1.09129	1.09158	316	0	14
2023.04.07	11:30:00	1.09158	1.09170	1.09142	1.09146	322	0	14
2023.04.07	12:00:00	1.09145	1.09151	1.09108	1.09133	479	0	14
2023.04.07	12:30:00	1.09133	1.09146	1.09119	1.09130	527	0	14
2023.04.07	13:00:00	1.09130	1.09156	1.09098	1.09150	450	0	14
2023.04.07	13:30:00	1.09150	1.09211	1.09145	1.09210	402	0	14
2023.04.07	14:00:00	1.09209	1.09210	1.09169	1.09181	344	0	14
2023.04.07	14:30:00	1.09181	1.09182	1.09136	1.09161	462	0	14
2023.04.07	15:00:00	1.09162	1.09168	1.09110	1.09136	805	0	14
2023.04.07	15:30:00	1.09140	1.09141	1.08790	1.09032	3957	0	14
2023.04.07	16:00:00	1.09031	1.09070	1.08964	1.09020	1292	0	14
2023.04.07	16:30:00	1.09021	1.09024	1.08928	1.08975	878	0	14
2023.04.07	17:00:00	1.08975	1.09132	1.08975	1.09125	673	0	14
2023.04.07	17:30:00	1.09124	1.09140	1.09086	1.09135	1236	0	14
2023.04.07	18:00:00	1.09134	1.09144	1.09053	1.09076	647	0	14
2023.04.07	18:30:00	1.09076	1.09118	1.09072	1.09110	199	0	14
2023.04.07	19:00:00	1.09110	1.09120	1.09096	1.09104	479	0	14
2023.04.07	19:30:00	1.09104	1.09114	1.09082	1.09090	275	0	14
2023.04.07	20:00:00	1.09090	1.09096	1.09087	1.09090	181	0	14
2023.04.07	20:30:00	1.09090	1.09097	1.09072	1.09074	277	0	14
2023.04.07	21:00:00	1.09074	1.09089	1.09035	1.09087	621	0	14
2023.04.07	21:30:00	1.09087	1.09088	1.09039	1.09061	600	0	14
2023.04.07	22:00:00	1.09062	1.09071	1.09045	1.09060	335	0	20
2023.04.07	22:30:00	1.09060	1.09062	1.08996	1.09045	648	0	14
2023.04.07	23:00:00	1.09046	1.09070	1.09016	1.09049	518	0	15
2023.04.07	23:30:00	1.09046	1.09077	1.08966	1.08970	482	0	14
2023.04.10	02:00:00	1.09092	1.09099	1.09057	1.09073	565	0	14
2023.04.10	02:30:00	1.09072	1.09129	1.09069	1.09124	456	0	14
2023.04.10	03:00:00	1.09125	1.09140	1.09053	1.09082	1308	0	14
2023.04.10	03:30:00	1.09082	1.09087	1.09028	1.09028	1400	0	14
2023.04.10	04:00:00	1.09028	1.09061	1.09003	1.09032	1264	0	14
2023.04.10	04:30:00	1.09031	1.09031	1.08968	1.08999	1037	0	14
2023.04.10	05:00:00	1.08999	1.09023	1.08990	1.09007	747	0	14
2023.04.10	05:30:00	1.09007	1.09013	1.08977	1.08979	499	0	14
2023.04.10	06:00:00	1.08980	1.09010	1.08961	1.09007	432	0	14
2023.04.10	06:30:00	1.09007	1.09009	1.08970	1.08985	508	0	14
2023.04.10	07:00:00	1.08986	1.08986	1.08944	1.08953	630	0	14
2023.04.10	07:30:00	1.08953	1.09000	1.08952	1.08957	471	0	14
2023.04.10	08:00:00	1.08957	1.08957	1.08902	1.08931	675	0	14
2023.04.10	08:30:00	1.08932	1.08989	1.08929	1.08987	893	0	14
2023.04.10	09:00:00	1.08987	1.09006	1.08947	1.08958	676	0	14
2023.04.10	09:30:00	1.08958	1.09048	1.08956	1.09043	703	0	14
2023.04.10	10:00:00	1.09043	1.09110	1.09036	1.09065	1288	0	14
2023.04.10	10:30:00	1.09066	1.09163	1.09059	1.09161	915	0	14
2023.04.10	11:00:00	1.09160	1.09165	1.09101	1.09139	931	0	14
2023.04.10	11:30:00	1.09138	1.09144	1.09082	1.09113	669	0	14
2023.04.10	12:00:00	1.09113	1.09153	1.09080	1.09153	896	0	14
2023.04.10	12:30:00	1.09153	1.09158	1.09038	1.09058	879	0	14
2023.04.10	13:00:00	1.09059	1.09099	1.09043	1.09091	672	0	14
2023.04.10	13:30:00	1.09090	1.09103	1.09056	1.09058	818	0	14
2023.04.10	14:00:00	1.09059	1.09076	1.08927	1.08930	1250	0	14
2023.04.10	14:30:00	1.08931	1.08994	1.08863	1.08885	1663	0	14
2023.04.10	15:00:00	1.08884	1.08905	1.08574	1.08611	3241	0	14
2023.04.10	15:30:00	1.08612	1.08713	1.08464	1.08480	2332	0	14
2023.04.10	16:00:00	1.08480	1.08564	1.08466	1.08518	2346	0	14
2023.04.10	16:30:00	1.08517	1.08522	1.08374	1.08374	2257	0	14
2023.04.10	17:00:00	1.08372	1.08433	1.08330	1.08331	2072	0	14
2023.04.10	17:30:00	1.08332	1.08378	1.08309	1.08373	1389	0	14
2023.04.10	18:00:00	1.08374	1.08463	1.08373	1.08417	1516	0	14
2023.04.10	18:30:00	1.08417	1.08427	1.08369	1.08382	821	0	14
2023.04.10	19:00:00	1.08383	1.08467	1.08374	1.08455	691	0	14
2023.04.10	19:30:00	1.08455	1.08514	1.08455	1.08470	629	0	14
2023.04.10	20:00:00	1.08471	1.08559	1.08471	1.08551	843	0	14
2023.04.10	20:30:00	1.08551	1.08562	1.08507	1.08551	651	0	14
2023.04.10	21:00:00	1.08552	1.08570	1.08545	1.08548	781	0	14
2023.04.10	21:30:00	1.08549	1.08587	1.08530	1.08585	939	0	14
2023.04.10	22:00:00	1.08584	1.08593	1.08544	1.08572	940	0	14
2023.04.10	22:30:00	1.08571	1.08623	1.08566	1.08623	1277	0	14
2023.04.10	23:00:00	1.08622	1.08622	1.08587	1.08588	429	0	14
2023.04.10	23:30:00	1.08588	1.08609	1.08588	1.08608	557	0	14
2023.04.11	00:00:00	1.08601	1.08610	1.08583	1.08594	183	0	14
2023.04.11	00:30:00	1.08604	1.08610	1.08586	1.08599	1344	0	14
2023.04.11	01:00:00	1.08621	1.08653	1.08614	1.08634	274	0	14
2023.04.11	01:30:00	1.08634	1.08651	1.08624	1.08643	317	0	14
2023.04.11	02:00:00	1.08644	1.08670	1.08634	1.08669	434	0	14
2023.04.11	02:30:00	1.08670	1.08694	1.08667	1.08681	359	0	14
2023.04.11	03:00:00	1.08682	1.08755	1.08681	1.08718	932	0	14
2023.04.11	03:30:00	1.08717	1.08783	1.08715	1.08770	911	0	14
2023.04.11	04:00:00	1.08769	1.08780	1.08695	1.08713	991	0	14
2023.04.11	04:30:00	1.08713	1.08785	1.08664	1.08777	1444	0	14
2023.04.11	05:00:00	1.08776	1.08847	1.08770	1.08819	1273	0	14
2023.04.11	05:30:00	1.08819	1.08839	1.08794	1.08819	893	0	14
2023.04.11	06:00:00	1.08819	1.08871	1.08806	1.08839	1131	0	14
2023.04.11	06:30:00	1.08839	1.08843	1.08789	1.08809	794	0	14
2023.04.11	07:00:00	1.08809	1.08852	1.08801	1.08819	629	0	14
2023.04.11	07:30:00	1.08819	1.08840	1.08809	1.08819	620	0	14
2023.04.11	08:00:00	1.08819	1.08874	1.08818	1.08869	739	0	14
2023.04.11	08:30:00	1.08869	1.08937	1.08854	1.08936	1472	0	14
2023.04.11	09:00:00	1.08937	1.08968	1.08887	1.08890	2001	0	14
2023.04.11	09:30:00	1.08890	1.08902	1.08803	1.08835	1546	0	14
2023.04.11	10:00:00	1.08835	1.09037	1.08828	1.08976	2986	0	14
2023.04.11	10:30:00	1.08975	1.09038	1.08933	1.08948	2812	0	14
2023.04.11	11:00:00	1.08949	1.09076	1.08937	1.09012	1796	0	14
2023.04.11	11:30:00	1.09013	1.09095	1.08954	1.09063	2193	0	14
2023.04.11	12:00:00	1.09062	1.09156	1.09056	1.09144	1885	0	14
2023.04.11	12:30:00	1.09143	1.09191	1.09084	1.09122	1919	0	14
2023.04.11	13:00:00	1.09122	1.09160	1.09085	1.09097	1948	0	14
2023.04.11	13:30:00	1.09097	1.09260	1.09077	1.09221	1685	0	14
2023.04.11	14:00:00	1.09220	1.09236	1.09109	1.09118	1728	0	14
2023.04.11	14:30:00	1.09118	1.09132	1.09049	1.09053	1900	0	14
2023.04.11	15:00:00	1.09052	1.09113	1.09020	1.09058	1828	0	14
2023.04.11	15:30:00	1.09059	1.09168	1.09058	1.09112	2333	0	14
2023.04.11	16:00:00	1.09113	1.09195	1.09076	1.09190	2150	0	14
2023.04.11	16:30:00	1.09189	1.09234	1.09147	1.09201	2369	0	14
2023.04.11	17:00:00	1.09203	1.09267	1.09196	1.09197	1771	0	14
2023.04.11	17:30:00	1.09196	1.09225	1.09103	1.09106	1916	0	14
2023.04.11	18:00:00	1.09106	1.09154	1.09083	1.09126	1847	0	14
2023.04.11	18:30:00	1.09127	1.09133	1.09027	1.09038	1175	0	14
2023.04.11	19:00:00	1.09038	1.09060	1.08981	1.09001	1091	0	14
2023.04.11	19:30:00	1.09002	1.09020	1.08970	1.08977	785	0	14
2023.04.11	20:00:00	1.08978	1.08994	1.08955	1.08991	723	0	14
2023.04.11	20:30:00	1.08991	1.09097	1.08991	1.09096	725	0	14
2023.04.11	21:00:00	1.09097	1.09111	1.09051	1.09062	833	0	14
2023.04.11	21:30:00	1.09062	1.09073	1.09034	1.09068	629	0	14
2023.04.11	22:00:00	1.09069	1.09140	1.09068	1.09133	947	0	14
2023.04.11	22:30:00	1.09134	1.09164	1.09098	1.09134	1059	0	14
2023.04.11	23:00:00	1.09135	1.09149	1.09114	1.09122	501	0	14
2023.04.11	23:30:00	1.09123	1.09130	1.09117	1.09124	178	0	14
2023.04.12	00:00:00	1.09111	1.09120	1.09089	1.09113	42	0	25
2023.04.12	00:30:00	1.09118	1.09132	1.09111	1.09125	251	0	14
2023.04.12	01:00:00	1.09137	1.09156	1.09137	1.09147	262	0	14
2023.04.12	01:30:00	1.09146	1.09170	1.09146	1.09163	408	0	14
2023.04.12	02:00:00	1.09162	1.09163	1.09138	1.09145	513	0	14
2023.04.12	02:30:00	1.09145	1.09166	1.09138	1.09156	441	0	14
2023.04.12	03:00:00	1.09158	1.09177	1.09141	1.09151	696	0	14
2023.04.12	03:30:00	1.09151	1.09270	1.09151	1.09246	926	0	14
2023.04.12	04:00:00	1.09246	1.09254	1.09207	1.09245	850	0	14
2023.04.12	04:30:00	1.09245	1.09282	1.09233	1.09255	1045	0	14
2023.04.12	05:00:00	1.09253	1.09267	1.09219	1.09221	831	0	14
2023.04.12	05:30:00	1.09222	1.09247	1.09163	1.09184	899	0	14
2023.04.12	06:00:00	1.09183	1.09210	1.09158	1.09209	993	0	14
2023.04.12	06:30:00	1.09209	1.09247	1.09209	1.09236	529	0	14
2023.04.12	07:00:00	1.09236	1.09271	1.09217	1.09271	649	0	14
2023.04.12	07:30:00	1.09271	1.09279	1.09247	1.09249	438	0	14
2023.04.12	08:00:00	1.09249	1.09282	1.09246	1.09270	558	0	14
2023.04.12	08:30:00	1.09271	1.09349	1.09260	1.09348	820	0	14
2023.04.12	09:00:00	1.09348	1.09366	1.09159	1.09169	1509	0	14
2023.04.12	09:30:00	1.09168	1.09268	1.09153	1.09261	1815	0	14
2023.04.12	10:00:00	1.09260	1.09335	1.09204	1.09217	2398	0	14
2023.04.12	10:30:00	1.09216	1.09290	1.09188	1.09265	1825	0	14
2023.04.12	11:00:00	1.09264	1.09295	1.09193	1.09207	1843	0	14
2023.04.12	11:30:00	1.09207	1.09247	1.09175	1.09235	1557	0	14
2023.04.12	12:00:00	1.09234	1.09262	1.09215	1.09232	1332	0	14
2023.04.12	12:30:00	1.09233	1.09287	1.09201	1.09267	1485	0	14
2023.04.12	13:00:00	1.09268	1.09336	1.09239	1.09241	1342	0	14
2023.04.12	13:30:00	1.09241	1.09303	1.09241	1.09253	1193	0	14
2023.04.12	14:00:00	1.09254	1.09257	1.09211	1.09256	1461	0	14
2023.04.12	14:30:00	1.09256	1.09298	1.09207	1.09216	1174	0	14
2023.04.12	15:00:00	1.09217	1.09264	1.09191	1.09222	1779	0	14
2023.04.12	15:30:00	1.09223	1.09893	1.09222	1.09633	6745	0	14
2023.04.12	16:00:00	1.09634	1.09831	1.09574	1.09774	3506	0	14
2023.04.12	16:30:00	1.09776	1.09866	1.09650	1.09739	4489	0	14
2023.04.12	17:00:00	1.09740	1.09980	1.09725	1.09929	3615	0	14
2023.04.12	17:30:00	1.09930	1.09950	1.09748	1.09757	4027	0	14
2023.04.12	18:00:00	1.09756	1.09800	1.09697	1.09788	2665	0	14
2023.04.12	18:30:00	1.09787	1.09869	1.09745	1.09846	1627	0	14
2023.04.12	19:00:00	1.09845	1.09948	1.09841	1.09926	1095	0	14
2023.04.12	19:30:00	1.09926	1.09954	1.09890	1.09950	1009	0	14
2023.04.12	20:00:00	1.09951	1.09973	1.09923	1.09964	1105	0	14
2023.04.12	20:30:00	1.09964	1.09982	1.09923	1.09939	722	0	14
2023.04.12	21:00:00	1.09938	1.09997	1.09886	1.09902	2186	0	14
2023.04.12	21:30:00	1.09901	1.09956	1.09894	1.09941	1621	0	14
2023.04.12	22:00:00	1.09940	1.09958	1.09881	1.09885	1432	0	14
2023.04.12	22:30:00	1.09886	1.09920	1.09859	1.09877	1282	0	14
2023.04.12	23:00:00	1.09878	1.09895	1.09860	1.09869	456	0	14
2023.04.12	23:30:00	1.09869	1.09911	1.09869	1.09910	257	0	14
2023.04.13	00:00:00	1.09912	1.09912	1.09897	1.09905	27	0	20
2023.04.13	00:30:00	1.09910	1.09911	1.09888	1.09908	120	0	14
2023.04.13	01:00:00	1.09902	1.09908	1.09888	1.09903	171	0	14
2023.04.13	01:30:00	1.09903	1.09945	1.09903	1.09945	321	0	14
2023.04.13	02:00:00	1.09945	1.09960	1.09928	1.09951	471	0	14
2023.04.13	02:30:00	1.09950	1.09988	1.09946	1.09962	575	0	14
2023.04.13	03:00:00	1.09962	1.09968	1.09873	1.09963	956	0	14
2023.04.13	03:30:00	1.09963	1.10043	1.09962	1.10015	1280	0	14
2023.04.13	04:00:00	1.10016	1.10028	1.09938	1.09979	1191	0	14
2023.04.13	04:30:00	1.09980	1.10011	1.09947	1.09955	1882	0	14
2023.04.13	05:00:00	1.09954	1.09976	1.09937	1.09944	1106	0	14
2023.04.13	05:30:00	1.09943	1.09962	1.09918	1.09922	803	0	14
2023.04.13	06:00:00	1.09921	1.09924	1.09832	1.09862	976	0	14
2023.04.13	06:30:00	1.09861	1.09909	1.09861	1.09878	738	0	14
2023.04.13	07:00:00	1.09877	1.09927	1.09877	1.09904	533	0	14
2023.04.13	07:30:00	1.09905	1.09910	1.09875	1.09893	499	0	14
2023.04.13	08:00:00	1.09893	1.09901	1.09845	1.09875	675	0	14
2023.04.13	08:30:00	1.09875	1.09884	1.09825	1.09834	724	0	14
2023.04.13	09:00:00	1.09835	1.09884	1.09822	1.09863	1426	0	14
2023.04.13	09:30:00	1.09864	1.09908	1.09767	1.09801	1391	0	14
2023.04.13	10:00:00	1.09802	1.09994	1.09802	1.09987	2652	0	14
2023.04.13	10:30:00	1.09987	1.10000	1.09948	1.09986	1955	0	14
2023.04.13	11:00:00	1.09987	1.10244	1.09986	1.10168	3077	0	14
2023.04.13	11:30:00	1.10169	1.10208	1.10120	1.10140	1657	0	14
2023.04.13	12:00:00	1.10139	1.10232	1.10102	1.10228	1583	0	14
2023.04.13	12:30:00	1.10228	1.10295	1.10201	1.10235	1744	0	14
2023.04.13	13:00:00	1.10236	1.10260	1.10150	1.10166	1389	0	14
2023.04.13	13:30:00	1.10167	1.10209	1.10124	1.10132	1350	0	14
2023.04.13	14:00:00	1.10132	1.10172	1.10112	1.10156	1476	0	14
2023.04.13	14:30:00	1.10157	1.10180	1.10078	1.10093	1501	0	14
2023.04.13	15:00:00	1.10094	1.10221	1.10077	1.10192	2027	0	14
2023.04.13	15:30:00	1.10193	1.10529	1.10187	1.10480	5913	0	14
2023.04.13	16:00:00	1.10481	1.10557	1.10426	1.10535	3217	0	14
2023.04.13	16:30:00	1.10534	1.10669	1.10524	1.10632	3758	0	14
2023.04.13	17:00:00	1.10633	1.10651	1.10471	1.10535	2469	0	14
2023.04.13	17:30:00	1.10536	1.10578	1.10438	1.10464	2663	0	14
2023.04.13	18:00:00	1.10463	1.10539	1.10455	1.10536	2010	0	14
2023.04.13	18:30:00	1.10537	1.10608	1.10513	1.10524	1544	0	14
2023.04.13	19:00:00	1.10524	1.10558	1.10475	1.10551	993	0	14
2023.04.13	19:30:00	1.10550	1.10555	1.10489	1.10550	875	0	14
2023.04.13	20:00:00	1.10551	1.10591	1.10501	1.10502	1106	0	14
2023.04.13	20:30:00	1.10502	1.10551	1.10502	1.10516	620	0	14
2023.04.13	21:00:00	1.10517	1.10522	1.10469	1.10480	1041	0	14
2023.04.13	21:30:00	1.10481	1.10482	1.10434	1.10478	931	0	14
